Site_ID,Latitude,Longitude,Elevation_in_Meters,State,Species_ID,Genus,Species,Common_Name,Kingdom,Individual_ID,Phenophase_ID,Phenophase_Description,First_Yes_Year,First_Yes_Month,First_Yes_Day,First_Yes_DOY,First_Yes_Julian_Date,NumDays_Since_Prior_No,Last_Yes_Year,Last_Yes_Month,Last_Yes_Day,Last_Yes_DOY,Last_Yes_Julian_Date,NumDays_Until_Next_No,AGDD,AGDD_in_F,Tmax_Winter,Tmax_Spring,Tmax_Summer,Tmax_Fall,Tmin_Winter,Tmin_Spring,Tmin_Summer,Tmin_Fall,Prcp_Winter,Prcp_Spring,Prcp_Summer,Prcp_Fall,Accum_Prcp,Daylength
28923,38.986008,-76.938278,26,MD,228,Prunus,yedoensis,Yoshino cherry,Plantae,152302,501,Open flowers,2018,4,17,107,2458226,6,2018,4,24,114,2458233,-9999,617.75,1111.95,7.77,17.97,30.16,20.91,-1.79,7.47,20.32,10.41,169,364,498,180,255,47347
28933,38.989643,-76.940872,26,MD,228,Prunus,yedoensis,Yoshino cherry,Plantae,152338,501,Open flowers,2018,4,3,93,2458212,7,2018,4,17,107,2458226,7,448,806.4,7.59,17.79,29.9,20.73,-1.98,7.24,20.03,10.15,172,370,508,181,207,44928
28933,38.989643,-76.940872,26,MD,228,Prunus,yedoensis,Yoshino cherry,Plantae,152340,501,Open flowers,2018,3,13,72,2458191,15,2018,4,17,107,2458226,7,324.25,583.65,7.59,17.79,29.9,20.73,-1.98,7.24,20.03,10.15,172,370,508,181,166,41818
28933,38.989643,-76.940872,26,MD,228,Prunus,yedoensis,Yoshino cherry,Plantae,152341,501,Open flowers,2018,4,11,101,2458220,8,2018,4,24,114,2458233,-9999,512.25,922.05,7.59,17.79,29.9,20.73,-1.98,7.24,20.03,10.15,172,370,508,181,209,46310
28933,38.989643,-76.940872,26,MD,228,Prunus,yedoensis,Yoshino cherry,Plantae,152343,501,Open flowers,2018,3,30,89,2458208,4,2018,4,22,112,2458231,-9999,408.75,735.75,7.59,17.79,29.9,20.73,-1.98,7.24,20.03,10.15,172,370,508,181,203,44582
28934,38.984295,-76.944366,50,MD,228,Prunus,yedoensis,Yoshino cherry,Plantae,152344,501,Open flowers,2018,4,3,93,2458212,9,2018,4,17,107,2458226,-9999,448,806.4,7.59,17.79,29.9,20.73,-1.98,7.24,20.03,10.15,172,370,508,181,207,44928
28934,38.984295,-76.944366,50,MD,228,Prunus,yedoensis,Yoshino cherry,Plantae,152345,501,Open flowers,2018,4,11,101,2458220,7,2018,4,18,108,2458227,7,512.25,922.05,7.59,17.79,29.9,20.73,-1.98,7.24,20.03,10.15,172,370,508,181,209,46310
28934,38.984295,-76.944366,50,MD,228,Prunus,yedoensis,Yoshino cherry,Plantae,152346,501,Open flowers,2018,4,3,93,2458212,7,2018,4,23,113,2458232,-9999,448,806.4,7.59,17.79,29.9,20.73,-1.98,7.24,20.03,10.15,172,370,508,181,207,44928
28954,38.98613,-76.938805,26,MD,228,Prunus,yedoensis,Yoshino cherry,Plantae,152509,501,Open flowers,2018,4,3,93,2458212,7,2018,4,3,93,2458212,-9999,460.5,828.9,7.77,17.97,30.16,20.91,-1.79,7.47,20.32,10.41,169,364,498,180,204,44928
28918,38.988239,-76.943115,40,MD,228,Prunus,yedoensis,Yoshino cherry,Plantae,152751,501,Open flowers,2018,4,4,94,2458213,7,2018,4,24,114,2458233,-9999,459.75,827.55,7.59,17.79,29.9,20.73,-1.98,7.24,20.03,10.15,172,370,508,181,208,45274
28918,38.988239,-76.943115,40,MD,228,Prunus,yedoensis,Yoshino cherry,Plantae,152752,501,Open flowers,2018,4,3,93,2458212,6,2018,4,19,109,2458228,-9999,448,806.4,7.59,17.79,29.9,20.73,-1.98,7.24,20.03,10.15,172,370,508,181,207,44928
29913,38.909508,-77.07354,40,DC,227,Prunus,serrulata,Japanese flowering cherry,Plantae,159499,501,Open flowers,2018,4,16,106,2458225,6,2018,4,17,107,2458226,-9999,600.25,1080.45,7.78,17.93,29.89,20.81,-2.09,7.17,19.91,9.98,167,408,515,183,266,47002
29913,38.909508,-77.07354,40,DC,227,Prunus,serrulata,Japanese flowering cherry,Plantae,159500,501,Open flowers,2018,4,16,106,2458225,6,2018,4,17,107,2458226,-9999,600.25,1080.45,7.78,17.93,29.89,20.81,-2.09,7.17,19.91,9.98,167,408,515,183,266,47002
29916,38.908012,-77.072189,41,DC,227,Prunus,serrulata,Japanese flowering cherry,Plantae,159506,501,Open flowers,2018,4,11,101,2458220,1,2018,4,21,111,2458230,-9999,519.39,934.89,7.82,18.07,29.93,20.75,-2.07,7.17,19.93,10,168.83,434.13,559.51,171.05,209.87,46295
29916,38.908012,-77.072189,41,DC,227,Prunus,serrulata,Japanese flowering cherry,Plantae,159507,501,Open flowers,2018,4,11,101,2458220,4,2018,4,21,111,2458230,-9999,519.39,934.89,7.82,18.07,29.93,20.75,-2.07,7.17,19.93,10,168.83,434.13,559.51,171.05,209.87,46295
30294,40.733265,-74.666374,82,NJ,227,Prunus,serrulata,Japanese flowering cherry,Plantae,162085,501,Open flowers,2018,4,20,110,2458229,-9999,2018,5,4,124,2458243,-9999,332,597.6,4.16,14.62,28.49,19.43,-5.62,3.77,17.03,6.98,316,381,524,241,506,48038
30297,40.733265,-74.666374,82,NJ,227,Prunus,serrulata,Japanese flowering cherry,Plantae,162091,501,Open flowers,2018,4,25,115,2458234,5,2018,5,4,124,2458243,-9999,378.25,680.85,4.16,14.62,28.49,19.43,-5.62,3.77,17.03,6.98,316,381,524,241,519,48730
30334,40.733265,-74.666374,82,NJ,227,Prunus,serrulata,Japanese flowering cherry,Plantae,162208,501,Open flowers,2018,4,20,110,2458229,-9999,2018,4,20,110,2458229,8,332,597.6,4.16,14.62,28.49,19.43,-5.62,3.77,17.03,6.98,316,381,524,241,506,48038
30334,40.733265,-74.666374,82,NJ,227,Prunus,serrulata,Japanese flowering cherry,Plantae,162208,501,Open flowers,2018,5,4,124,2458243,6,2018,5,4,124,2458243,-9999,511.25,920.25,4.16,14.62,28.49,19.43,-5.62,3.77,17.03,6.98,316,381,524,241,532,50112
30300,40.73381,-74.668793,82,NJ,227,Prunus,serrulata,Japanese flowering cherry,Plantae,162211,501,Open flowers,2018,4,13,103,2458222,-9999,2018,5,4,124,2458243,-9999,283.75,510.75,4.36,14.82,28.75,19.67,-5.44,3.93,17.18,7.11,307,370,515,240,430,46656
30336,40.733189,-74.669708,87,NJ,227,Prunus,serrulata,Japanese flowering cherry,Plantae,162212,501,Open flowers,2018,4,20,110,2458229,-9999,2018,5,4,124,2458243,-9999,345.75,622.35,4.39,14.83,28.76,19.69,-5.42,3.94,17.2,7.13,303,370,515,235,485,48038
30335,40.733265,-74.666374,82,NJ,227,Prunus,serrulata,Japanese flowering cherry,Plantae,162215,501,Open flowers,2018,4,20,110,2458229,-9999,2018,5,4,124,2458243,-9999,332,597.6,4.16,14.62,28.49,19.43,-5.62,3.77,17.03,6.98,316,381,524,241,506,48038
8901,35.590618,-83.470062,1794,TN,1189,Prunus,pensylvanica,pin cherry,Plantae,48480,501,Open flowers,2019,5,17,137,2458621,7,2019,5,24,144,2458628,2,700.25,1260.45,4.54,13.21,20.75,13.89,-3.28,2.93,11.7,5.23,851,642,688,664,1181,50112
8901,35.590618,-83.470062,1794,TN,1189,Prunus,pensylvanica,pin cherry,Plantae,48481,501,Open flowers,2019,5,24,144,2458628,7,2019,5,24,144,2458628,2,812.25,1462.05,4.54,13.21,20.75,13.89,-3.28,2.93,11.7,5.23,851,642,688,664,1181,50803
11837,35.562538,-83.497864,2017,NC,1189,Prunus,pensylvanica,pin cherry,Plantae,49725,501,Open flowers,2019,5,17,137,2458621,7,2019,5,24,144,2458628,7,634.5,1142.1,3.65,12.16,19.74,12.98,-3.75,2.38,11.06,4.68,902,674,716,677,1259,50112
11837,35.562538,-83.497864,2017,NC,1189,Prunus,pensylvanica,pin cherry,Plantae,49732,501,Open flowers,2019,5,17,137,2458621,7,2019,5,24,144,2458628,7,634.5,1142.1,3.65,12.16,19.74,12.98,-3.75,2.38,11.06,4.68,902,674,716,677,1259,50112
11837,35.562538,-83.497864,2017,NC,1189,Prunus,pensylvanica,pin cherry,Plantae,49734,501,Open flowers,2019,5,24,144,2458628,7,2019,5,31,151,2458635,-9999,740.75,1333.35,3.65,12.16,19.74,12.98,-3.75,2.38,11.06,4.68,902,674,716,677,1259,50803
18536,40.866119,-73.879341,25,NY,228,Prunus,yedoensis,Yoshino cherry,Plantae,73380,501,Open flowers,2019,4,3,93,2458577,7,2019,4,23,113,2458597,8,280.75,505.35,5.48,15.39,28.71,17.53,-2.36,6.23,19.12,10.01,388,425,379,473,304,45274
11610,47.279659,-92.168053,445,MN,1189,Prunus,pensylvanica,pin cherry,Plantae,78429,501,Open flowers,2019,6,9,160,2458644,-9999,2019,6,9,160,2458644,22,492.25,886.05,-7.42,7.88,23.86,7.46,-18.79,-4.9,9.99,-0.96,110,217,270,290,297,56333
23676,46.996738,-94.696556,430,MN,1189,Prunus,pensylvanica,pin cherry,Plantae,114745,501,Open flowers,2019,5,28,148,2458632,8,2019,6,4,155,2458639,-9999,397.5,715.5,-6.89,8.9,24.86,8.4,-18.39,-3.53,12.33,-0.14,80,177,319,204,228,55296
29913,38.909508,-77.07354,40,DC,227,Prunus,serrulata,Japanese flowering cherry,Plantae,159499,501,Open flowers,2019,4,11,101,2458585,1,2019,4,14,104,2458588,-9999,552.25,994.05,8.02,19.67,30.84,19.35,-1.3,8.59,19.84,10.98,342,305,369,623,309,46310
29913,38.909508,-77.07354,40,DC,227,Prunus,serrulata,Japanese flowering cherry,Plantae,159500,501,Open flowers,2019,4,11,101,2458585,1,2019,4,14,104,2458588,-9999,552.25,994.05,8.02,19.67,30.84,19.35,-1.3,8.59,19.84,10.98,342,305,369,623,309,46310
29916,38.908012,-77.072189,41,DC,227,Prunus,serrulata,Japanese flowering cherry,Plantae,159506,501,Open flowers,2019,3,30,89,2458573,1,2019,3,31,90,2458574,2,405.52,729.93,8.06,19.82,30.89,19.25,-1.29,8.57,19.84,10.98,343.91,300.67,345.46,583.49,287.43,44450
29916,38.908012,-77.072189,41,DC,227,Prunus,serrulata,Japanese flowering cherry,Plantae,159506,501,Open flowers,2019,4,6,96,2458580,2,2019,4,14,104,2458588,-9999,473.04,851.47,8.06,19.82,30.89,19.25,-1.29,8.57,19.84,10.98,343.91,300.67,345.46,583.49,293.68,45533
29916,38.908012,-77.072189,41,DC,227,Prunus,serrulata,Japanese flowering cherry,Plantae,159507,501,Open flowers,2019,3,30,89,2458573,1,2019,3,31,90,2458574,2,405.52,729.93,8.06,19.82,30.89,19.25,-1.29,8.57,19.84,10.98,343.91,300.67,345.46,583.49,287.43,44450
29916,38.908012,-77.072189,41,DC,227,Prunus,serrulata,Japanese flowering cherry,Plantae,159507,501,Open flowers,2019,4,6,96,2458580,2,2019,4,14,104,2458588,-9999,473.04,851.47,8.06,19.82,30.89,19.25,-1.29,8.57,19.84,10.98,343.91,300.67,345.46,583.49,293.68,45533
31254,38.891289,-77.03009,3,DC,227,Prunus,serrulata,Japanese flowering cherry,Plantae,171695,501,Open flowers,2019,4,23,113,2458597,-9999,2019,4,23,113,2458597,-9999,773.75,1392.75,8.19,19.8,31.11,19.65,-1.02,8.78,20.17,11.31,341,315,383,545,340,48038
32789,40.73082,-73.99733,5,NY,227,Prunus,serrulata,Japanese flowering cherry,Plantae,183138,501,Open flowers,2019,5,1,121,2458605,19,2019,5,1,121,2458605,14,658.88,1185.98,5.75,15.72,28.95,17.72,-2.14,6.48,19.37,10.18,366.47,417.28,399.74,489.24,420.08,49551
32789,40.73082,-73.99733,5,NY,228,Prunus,yedoensis,Yoshino cherry,Plantae,183140,501,Open flowers,2019,4,8,98,2458582,5,2019,4,16,106,2458590,15,353.37,636.07,5.75,15.72,28.95,17.72,-2.14,6.48,19.37,10.18,366.47,417.28,399.74,489.24,314.05,46011
32789,40.73082,-73.99733,5,NY,228,Prunus,yedoensis,Yoshino cherry,Plantae,183140,501,Open flowers,2019,5,22,142,2458626,7,2019,6,6,157,2458641,24,986.14,1775.05,5.75,15.72,28.95,17.72,-2.14,6.48,19.37,10.18,366.47,417.28,399.74,489.24,533.72,52127
32789,40.73082,-73.99733,5,NY,227,Prunus,serrulata,Japanese flowering cherry,Plantae,183141,501,Open flowers,2019,4,16,106,2458590,4,2019,5,1,121,2458605,6,455.17,819.3,5.75,15.72,28.95,17.72,-2.14,6.48,19.37,10.18,366.47,417.28,399.74,489.24,361.64,47294
33980,44.929199,-93.164223,288,MN,1753,Prunus,cerasus,sour cherry,Plantae,195889,501,Open flowers,2019,5,20,140,2458624,-9999,2019,5,20,140,2458624,-9999,478.37,861.07,-4.61,10.8,26.02,11.29,-13.19,-0.01,15.87,2.93,115.77,349.52,399.02,331.16,347.27,53382
29913,38.909508,-77.07354,40,DC,227,Prunus,serrulata,Japanese flowering cherry,Plantae,159499,501,Open flowers,2020,4,9,100,2458949,15,2020,4,9,100,2458949,-9999,753.65,1356.56,9.48,18.42,30.66,20.69,0.11,7.52,20.57,9.99,276.67,295.9,585.48,213.93,275.84,46143
29913,38.909508,-77.07354,40,DC,227,Prunus,serrulata,Japanese flowering cherry,Plantae,159500,501,Open flowers,2020,4,9,100,2458949,15,2020,4,9,100,2458949,-9999,753.65,1356.56,9.48,18.42,30.66,20.69,0.11,7.52,20.57,9.99,276.67,295.9,585.48,213.93,275.84,46143
29916,38.908012,-77.072189,41,DC,227,Prunus,serrulata,Japanese flowering cherry,Plantae,159506,501,Open flowers,2020,3,25,85,2458934,7,2020,4,9,100,2458949,-9999,552.16,993.88,9.48,18.42,30.66,20.69,0.11,7.52,20.57,9.99,276.67,295.9,585.48,213.93,246.06,43826
29916,38.908012,-77.072189,41,DC,227,Prunus,serrulata,Japanese flowering cherry,Plantae,159507,501,Open flowers,2020,3,25,85,2458934,7,2020,4,9,100,2458949,-9999,552.16,993.88,9.48,18.42,30.66,20.69,0.11,7.52,20.57,9.99,276.67,295.9,585.48,213.93,246.06,43826
31254,38.891289,-77.03009,3,DC,227,Prunus,serrulata,Japanese flowering cherry,Plantae,171695,501,Open flowers,2020,4,4,95,2458944,30,2020,4,4,95,2458944,2,695.55,1251.99,9.72,18.64,30.87,20.9,0.35,7.75,20.86,10.27,268.8,304.08,535.01,213.99,253.45,45374
32789,40.73082,-73.99733,5,NY,227,Prunus,serrulata,Japanese flowering cherry,Plantae,183138,501,Open flowers,2020,4,16,107,2458956,21,2020,4,27,118,2458967,16,660.44,1188.79,7.23,15.85,29.62,18.56,-0.52,6.31,20.02,9.33,328.73,273.46,388.48,248.93,309.64,47452
32789,40.73082,-73.99733,5,NY,227,Prunus,serrulata,Japanese flowering cherry,Plantae,183141,501,Open flowers,2020,4,27,118,2458967,5,2020,4,27,118,2458967,16,746.65,1343.96,7.23,15.85,29.62,18.56,-0.52,6.31,20.02,9.33,328.73,273.46,388.48,248.93,346.14,49121
36695,37.997528,-84.401024,311,KY,227,Prunus,serrulata,Japanese flowering cherry,Plantae,226427,501,Open flowers,2020,3,26,86,2458935,2,2020,4,16,107,2458956,-9999,474.15,853.46,8.99,18.18,29.53,21.51,-0.81,6.35,17.91,7.61,370.56,406.68,267.67,322.59,325.58,43957
37094,39.065319,-77.117416,103,MD,227,Prunus,serrulata,Japanese flowering cherry,Plantae,229882,501,Open flowers,2020,3,20,80,2458929,19,2020,3,29,89,2458938,7,460.9,829.61,8.67,17.67,30.01,20,-0.56,6.83,19.74,9.28,243.82,287.05,457.8,222.28,201.46,43043
36676,37.987316,-84.401337,309,KY,228,Prunus,yedoensis,Yoshino cherry,Plantae,232173,501,Open flowers,2020,3,18,78,2458927,-9999,2020,4,10,101,2458950,4,395.34,711.6,9.02,18.22,29.53,21.53,-0.78,6.37,17.91,7.61,379.57,415.26,276.14,323.8,317.42,42746
37620,35.89801,-86.415253,170,TN,228,Prunus,yedoensis,Yoshino cherry,Plantae,232630,501,Open flowers,2020,3,23,83,2458932,-9999,2020,4,2,93,2458942,-9999,625.44,1125.78,12.08,20.97,31.32,23.69,0.85,7.97,19.18,8.47,590.93,499.74,415.2,318.07,579.87,43480
37660,40.201962,-75.535255,60,PA,228,Prunus,yedoensis,Yoshino cherry,Plantae,232792,501,Open flowers,2020,4,13,104,2458953,3,2020,4,30,121,2458970,3,568.31,1022.95,7.33,16.51,29.95,19.07,-2.4,4.98,18.36,7.25,271.17,329.68,442.53,267.15,341.72,46909
37671,40.585594,-75.569016,124,PA,227,Prunus,serrulata,Japanese flowering cherry,Plantae,233016,501,Open flowers,2020,3,27,87,2458936,1,2020,4,16,107,2458956,4,334.28,601.7,6.18,15.97,29.02,17.87,-3.02,4.37,17.29,6.41,249.75,295.25,513,289.8,225.41,44195
37739,40.992794,-73.662766,10,NY,227,Prunus,serrulata,Japanese flowering cherry,Plantae,233724,501,Open flowers,2020,4,17,108,2458957,2,2020,5,7,128,2458977,-9999,618.42,1113.15,6.82,15.44,29.31,18.21,-1.07,5.78,19.45,8.64,326.33,279.25,273.07,237.15,318.4,47653
38032,44.863602,-78.285202,369,ON,1189,Prunus,pensylvanica,pin cherry,Plantae,234428,501,Open flowers,2020,5,20,141,2458990,5,2020,5,26,147,2458996,10,260.32,468.57,-1.53,10.5,25.89,11.62,-12.03,-2.5,11.63,-0.15,295.79,213.69,317.02,317.85,385.33,53461
38179,39.891624,-75.028877,19,NJ,227,Prunus,serrulata,Japanese flowering cherry,Plantae,235432,501,Open flowers,2020,4,3,94,2458943,-9999,2020,4,17,108,2458957,-9999,550.53,990.95,8.37,17.09,30.03,19.7,-0.96,5.92,19.25,8.67,288.7,294.97,444.32,198.62,260.02,45296
38113,37.396343,-79.28231,239,VA,227,Prunus,serrulata,Japanese flowering cherry,Plantae,236089,501,Open flowers,2020,4,16,107,2458956,-9999,2020,4,16,107,2458956,-9999,868.7,1563.66,10.91,19.87,30.12,21.44,-0.45,6.93,18.58,8.26,302.44,412.27,502.7,260.35,416.87,46973
38575,39.756115,-105.030197,1624,CO,1753,Prunus,cerasus,sour cherry,Plantae,238196,501,Open flowers,2020,4,25,116,2458965,-9999,2020,4,25,116,2458965,-9999,512.37,922.26,8.18,18.23,32.06,18.4,-6.22,2.47,14.55,2.04,57.12,126.03,66.34,101.44,129.76,48634
40293,38.028393,-84.499519,304,KY,227,Prunus,serrulata,Japanese flowering cherry,Plantae,246947,501,Open flowers,2020,8,30,243,2459092,-9999,2020,8,30,243,2459092,7,3531.74,6357.13,8.99,18.16,29.54,21.52,-0.79,6.39,17.93,7.66,393.53,425.56,284.33,370.06,918.73,46268
8901,35.590618,-83.470062,1794,TN,1189,Prunus,pensylvanica,pin cherry,Plantae,48480,501,Open flowers,2021,5,28,148,2459363,8,2021,6,1,152,2459367,2,745.76,1342.37,3.28,12.1,21.04,14.65,-5.37,1.92,11.55,4.94,591.74,488.14,707.35,620.17,900.06,51037
8901,35.590618,-83.470062,1794,TN,1189,Prunus,pensylvanica,pin cherry,Plantae,48481,501,Open flowers,2021,5,28,148,2459363,8,2021,6,3,154,2459369,5,745.76,1342.37,3.28,12.1,21.04,14.65,-5.37,1.92,11.55,4.94,591.74,488.14,707.35,620.17,900.06,51037
32789,40.73082,-73.99733,5,NY,227,Prunus,serrulata,Japanese flowering cherry,Plantae,183138,501,Open flowers,2021,4,14,104,2459319,4,2021,5,1,121,2459336,3,468.92,844.05,5.11,17.12,29.03,19.5,-1.88,6.23,19.64,10.19,312.81,284.27,569.27,397.45,318.4,46977
32789,40.73082,-73.99733,5,NY,228,Prunus,yedoensis,Yoshino cherry,Plantae,183140,501,Open flowers,2021,4,5,95,2459310,2,2021,4,9,99,2459314,1,356.23,641.21,5.11,17.12,29.03,19.5,-1.88,6.23,19.64,10.19,312.81,284.27,569.27,397.45,286.91,45521
32789,40.73082,-73.99733,5,NY,228,Prunus,yedoensis,Yoshino cherry,Plantae,183140,501,Open flowers,2021,4,14,104,2459319,4,2021,4,22,112,2459327,3,468.92,844.05,5.11,17.12,29.03,19.5,-1.88,6.23,19.64,10.19,312.81,284.27,569.27,397.45,318.4,46977
32789,40.73082,-73.99733,5,NY,227,Prunus,serrulata,Japanese flowering cherry,Plantae,183141,501,Open flowers,2021,4,14,104,2459319,4,2021,4,26,116,2459331,5,468.92,844.05,5.11,17.12,29.03,19.5,-1.88,6.23,19.64,10.19,312.81,284.27,569.27,397.45,318.4,46977
38032,44.863602,-78.285202,369,ON,1189,Prunus,pensylvanica,pin cherry,Plantae,234428,501,Open flowers,2021,5,12,132,2459347,7,2021,5,20,140,2459355,6,319.02,574.24,-2.23,11.94,24.91,12.63,-11.9,-2.15,12.44,1.49,215.53,168.78,367.83,326.2,286.22,52268
42591,39.140896,-86.5159,240,IN,1753,Prunus,cerasus,sour cherry,Plantae,259599,501,Open flowers,2021,4,6,96,2459311,3,2021,4,23,113,2459328,8,394.48,710.06,3.77,18.72,29.14,19.38,-4.6,5.76,18.25,7.06,195.09,259.9,455.17,261.34,250.1,45552
42591,39.140896,-86.5159,240,IN,1753,Prunus,cerasus,sour cherry,Plantae,259600,501,Open flowers,2021,4,6,96,2459311,3,2021,4,23,113,2459328,8,394.48,710.06,3.77,18.72,29.14,19.38,-4.6,5.76,18.25,7.06,195.09,259.9,455.17,261.34,250.1,45552
42580,39.693493,-105.081024,1686,CO,1753,Prunus,cerasus,sour cherry,Plantae,261272,501,Open flowers,2021,5,10,130,2459345,7,2021,5,10,130,2459345,-9999,570.35,1026.63,7.15,15.14,30.78,19.65,-7.33,1.13,14.64,2.34,49.33,260.22,89.69,52.73,241.99,50484
43087,29.531181,106.512856,288,Chongqing Shi,228,Prunus,yedoensis,Yoshino cherry,Plantae,263164,501,Open flowers,2021,3,11,70,2459285,-9999,2021,5,4,124,2459339,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
43087,29.531181,106.512856,288,Chongqing Shi,228,Prunus,yedoensis,Yoshino cherry,Plantae,263165,501,Open flowers,2021,3,11,70,2459285,-9999,2021,5,4,124,2459339,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
43221,40.879101,-73.147514,45,NY,227,Prunus,serrulata,Japanese flowering cherry,Plantae,263631,501,Open flowers,2021,4,7,97,2459312,7,2021,4,14,104,2459319,7,323.07,581.53,4.85,15.69,27.17,18.91,-2.57,5.17,18.52,9.51,342.57,322.83,411.61,368.76,305.52,45864
43004,38.590019,-121.305397,27,CA,1753,Prunus,cerasus,sour cherry,Plantae,265345,501,Open flowers,2021,3,21,80,2459295,-9999,2021,3,21,80,2459295,-9999,843.05,1517.48,15.93,24.81,35.21,27.29,4.31,8.38,16.14,10.85,162.07,47.15,0,22.82,163.16,43045
43621,35.572201,-82.626099,651,NC,1189,Prunus,pensylvanica,pin cherry,Plantae,266240,501,Open flowers,2021,3,28,87,2459302,-9999,2021,4,1,91,2459306,-9999,484.28,871.7,9,19.62,28.01,20.44,-2.51,5.35,16.26,8.09,274.84,289.58,479.92,374.05,313.75,44030
43604,40.94595,-74.017372,7,NJ,228,Prunus,yedoensis,Yoshino cherry,Plantae,266891,501,Open flowers,2021,4,4,94,2459309,-9999,2021,4,14,104,2459319,6,315.14,567.24,4.81,17.16,29.14,19.49,-2.69,5.67,19.1,9.14,322.25,285.32,489.07,336.14,304.69,45374
43839,44.571491,-123.282806,76,OR,227,Prunus,serrulata,Japanese flowering cherry,Plantae,267588,501,Open flowers,2021,4,8,98,2459313,-9999,2021,4,15,105,2459320,-9999,635.67,1144.2,9.43,17.61,28.93,18.07,2.22,3.54,11.57,6.51,565.83,90.3,51.96,268.53,442.2,46418
43923,47.657265,-122.307213,50,WA,228,Prunus,yedoensis,Yoshino cherry,Plantae,268313,501,Open flowers,2021,4,8,98,2459313,-9999,2021,5,2,122,2459337,5,604.4,1087.91,8.77,15.57,25.12,16.43,2.51,5.34,13.58,8.42,479.48,132.94,59.03,302.54,405.56,46787
43946,47.653053,-122.30777,32,WA,227,Prunus,serrulata,Japanese flowering cherry,Plantae,268396,501,Open flowers,2021,4,9,99,2459314,-9999,2021,4,26,116,2459331,7,624.6,1124.28,8.92,15.77,25.29,16.59,2.63,5.45,13.71,8.54,475.62,132.11,59.73,296.16,403.19,46995
43967,44.576656,-123.282387,73,OR,227,Prunus,serrulata,Japanese flowering cherry,Plantae,268529,501,Open flowers,2021,4,9,99,2459314,-9999,2021,4,9,99,2459314,-9999,643.45,1158.2,9.45,17.65,29.01,18.09,2.21,3.53,11.59,6.5,581.87,98.11,52.84,274.81,461.76,46611
43970,45.327137,-122.917313,205,OR,227,Prunus,serrulata,Japanese flowering cherry,Plantae,268530,501,Open flowers,2021,4,9,99,2459314,-9999,2021,5,14,134,2459349,-9999,620.68,1117.22,8.53,16.71,27.64,17.16,2.38,4.76,13.17,7.58,664.83,122.08,50.57,332.25,507.36,46701
43975,47.84,-122.321098,136,WA,227,Prunus,serrulata,Japanese flowering cherry,Plantae,268633,501,Open flowers,2021,4,10,100,2459315,-9999,2021,4,25,115,2459330,20,555.41,999.73,8.15,14.96,24.31,15.76,1.9,4.76,12.98,7.79,424.14,110.25,62.54,285.65,363.47,47227
43989,47.663101,-122.315498,64,WA,227,Prunus,serrulata,Japanese flowering cherry,Plantae,268685,501,Open flowers,2021,4,11,101,2459316,-9999,2021,5,15,135,2459350,-9999,613.39,1104.09,8.66,15.44,24.99,16.32,2.43,5.26,13.5,8.34,481.64,134.21,58.62,306.55,408.87,47409
43987,47.208603,-122.473312,90,WA,228,Prunus,yedoensis,Yoshino cherry,Plantae,268758,501,Open flowers,2021,4,12,102,2459317,-9999,2021,5,5,125,2459340,9,598.78,1077.8,8.41,15.41,25.07,16.25,2.31,4.56,12.6,7.86,523.95,136.54,55.82,326.07,436.82,47544
44183,40.060658,-85.999557,239,IN,1189,Prunus,pensylvanica,pin cherry,Plantae,269807,501,Open flowers,2021,4,22,112,2459327,-9999,2021,4,28,118,2459333,-9999,507.49,913.47,2.46,17.76,28.99,18.62,-5.42,4.97,18.05,6.78,142.67,286.83,377.99,248.43,264.1,48114
43756,34.689434,135.269272,6,Hyogo,227,Prunus,serrulata,Japanese flowering cherry,Plantae,269816,501,Open flowers,2021,4,13,103,2459318,-9999,2021,4,13,103,2459318,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
44023,47.381573,-122.233505,11,WA,227,Prunus,serrulata,Japanese flowering cherry,Plantae,269898,501,Open flowers,2021,4,25,115,2459330,-9999,2021,4,25,115,2459330,-9999,838.16,1508.69,8.99,16.34,26.14,16.96,2.71,5.37,13.66,8.61,510.79,117.35,53.27,294.59,427.96,50141
43969,44.567272,-123.26693,69,OR,228,Prunus,yedoensis,Yoshino cherry,Plantae,270187,501,Open flowers,2021,4,16,106,2459321,-9999,2021,4,16,106,2459321,-9999,722.16,1299.89,9.48,17.71,29.11,18.12,2.21,3.52,11.6,6.49,543.12,89.69,53.39,263.1,426.13,47889
44322,42.046661,-72.753372,71,MA,227,Prunus,serrulata,Japanese flowering cherry,Plantae,270388,501,Open flowers,2021,3,27,86,2459301,8,2021,5,3,123,2459338,-9999,142.86,257.15,3.07,16.34,27.95,18.24,-5.96,2.63,16.49,5.78,278.63,338.92,580.64,386.01,184.24,44072
18536,40.866119,-73.879341,25,NY,228,Prunus,yedoensis,Yoshino cherry,Plantae,73380,501,Open flowers,2022,4,7,97,2459677,8,2022,4,24,114,2459694,4,378.27,680.89,6.23,16.51,29.46,19.37,-2.37,6.61,19.39,10.48,272.22,357.76,277.25,433.9,373.09,45864
