"location","lat","long","alt","year","bloom_date","bloom_doy"
"Switzerland/Zürich-MeteoSchweiz",47.378142,8.565853,555,1976,1976-04-18,109
"Switzerland/Zizers",46.931325,9.566175,600,1976,1976-04-17,108
"Switzerland/Zofingen",47.291794,7.941003,440,1976,1976-04-18,109
"Switzerland/Zürich-Witikon",47.3591,8.590272,620,1976,1976-04-16,107
"Switzerland/Zweisimmen",46.555264,7.373433,965,1976,1976-05-17,138
"Switzerland/L'Abergement",46.756178,6.490211,660,1977,1977-04-04,94
"Switzerland/Adelboden",46.492022,7.561067,1350,1977,1977-05-07,127
"Switzerland/Altdorf",46.872614,8.658569,470,1977,1977-05-02,122
"Switzerland/Andeer",46.600961,9.422614,985,1977,1977-04-29,119
"Switzerland/Appenzell",47.331994,9.415403,775,1977,1977-05-03,123
"Switzerland/Aurigeno",46.236078,8.725292,350,1977,1977-04-11,101
"Switzerland/Basel-Binningen",47.548594,7.582372,315,1977,1977-03-22,81
"Switzerland/Bondo GR",46.337594,9.555908,825,1977,1977-04-26,116
"Switzerland/Brusio-Piazzo",46.265447,10.115375,850,1977,1977-04-28,118
"Switzerland/Bauma",47.364822,8.881672,640,1977,1977-05-04,124
"Switzerland/Cartigny",46.177483,6.014089,400,1977,1977-04-06,96
"Switzerland/Cevio-Cavergno",46.315447,8.598925,430,1977,1977-03-30,89
"Switzerland/Cernier",47.098392,6.986644,900,1977,1977-04-20,110
"Switzerland/Changins",46.395917,6.229419,435,1977,1977-04-15,105
"Switzerland/Chur",46.868244,9.5419,640,1977,1977-03-27,86
"Switzerland/Couvet",46.9213,6.637761,750,1977,1977-04-23,113
"Switzerland/Diessenhofen",47.690281,8.744,410,1977,1977-04-07,97
"Switzerland/Domat / Ems",46.834311,9.457442,580,1977,1977-03-28,87
"Switzerland/Döttingen",47.568867,8.249947,350,1977,1977-04-03,93
"Switzerland/Disentis",46.699461,8.850803,1200,1977,1977-05-14,134
"Switzerland/Eschen-Boja",47.218989,9.520044,580,1977,1977-03-26,85
"Switzerland/Edlibach",47.179358,8.573208,750,1977,1977-04-24,114
"Switzerland/Escholzmatt",46.898653,7.932344,910,1977,1977-05-20,140
"Switzerland/Einsiedeln",47.131972,8.748844,910,1977,1977-05-08,128
"Switzerland/Elm",46.921942,9.172731,1000,1977,1977-05-22,142
"Switzerland/Entlebuch",46.987397,8.068953,765,1977,1977-04-26,116
"Switzerland/Enges",47.056436,7.012192,820,1977,1977-05-02,122
"Switzerland/Fanas",46.983531,9.660289,910,1977,1977-04-25,115
"Switzerland/Fiesch",46.400261,8.127792,1100,1977,1977-05-08,128
"Switzerland/Flawil",47.415283,9.182167,630,1977,1977-04-26,116
"Switzerland/Gadmen",46.736853,8.351842,1205,1977,1977-05-24,144
"Switzerland/Grossdietwil",47.166089,7.887067,610,1977,1977-05-10,130
"Switzerland/Gryon",46.274817,7.065661,1100,1977,1977-05-15,135
"Switzerland/Grüsch",46.983786,9.64715,650,1977,1977-04-28,118
"Switzerland/Heiden",47.442925,9.533178,800,1977,1977-04-27,117
"Switzerland/Horgen",47.265269,8.582169,450,1977,1977-03-26,85
"Switzerland/Herzogenbuchsee",47.18465,7.702511,450,1977,1977-04-15,105
"Switzerland/Jenaz",46.928553,9.710558,800,1977,1977-04-28,118
"Switzerland/Laufenburg",47.561031,8.063136,330,1977,1977-04-05,95
"Switzerland/Locarno",46.169278,8.798214,200,1977,1977-04-08,98
"Switzerland/Leytron",46.18625,7.21845,480,1977,1977-03-26,85
"Switzerland/Leysin",46.340108,7.009622,1250,1977,1977-05-20,140
"Switzerland/Linthal",46.915883,8.993658,695,1977,1977-04-26,116
"Switzerland/Longirod",46.498772,6.26595,900,1977,1977-05-03,123
"Switzerland/Les Ponts-de-Martel",47.002858,6.728592,1120,1977,1977-05-16,136
"Switzerland/Luzern",47.062769,8.342442,580,1977,1977-04-15,105
"Switzerland/Moudon",46.646331,6.777689,600,1977,1977-04-06,96
"Switzerland/Merishausen",47.763636,8.612414,540,1977,1977-04-16,106
"Switzerland/Morgins VS",46.2415,6.850589,1380,1977,1977-05-28,148
"Switzerland/Möhlin",47.561983,7.850547,305,1977,1977-04-02,92
"Switzerland/Muri, AG",47.265317,8.332283,550,1977,1977-04-18,108
"Switzerland/Martina",46.884997,10.464608,1050,1977,1977-05-06,126
"Switzerland/Murg",47.108222,9.217372,500,1977,1977-03-27,86
"Switzerland/Neuhausen",47.681939,8.615533,435,1977,1977-03-28,87
"Switzerland/Oeschberg",47.126578,7.613264,485,1977,1977-04-26,116
"Switzerland/Oberehrendingen",47.481914,8.332208,490,1977,1977-03-30,89
"Switzerland/Orvin",47.157753,7.214464,700,1977,1977-04-27,117
"Switzerland/Osterfingen",47.656878,8.490242,410,1977,1977-04-22,112
"Switzerland/Les Plans-sur-Bex",46.256639,7.092033,1100,1977,1977-05-10,130
"Switzerland/Posieux",46.761672,7.098294,680,1977,1977-04-22,112
"Switzerland/Prato-Sornico",46.394025,8.655608,750,1977,1977-04-19,109
"Switzerland/Rorschach",47.472492,9.494931,450,1977,1977-03-25,84
"Switzerland/Schiers",46.965036,9.685814,800,1977,1977-04-25,115
"Switzerland/Schönenwerd",47.365283,7.999019,450,1977,1977-04-05,95
"Switzerland/Sent",46.815436,10.335078,1440,1977,1977-05-22,142
"Switzerland/Seon",47.338319,8.153353,550,1977,1977-04-05,95
"Switzerland/Seewis Dorf",46.965358,9.632064,960,1977,1977-05-12,132
"Switzerland/Sargans II",47.050589,9.439256,480,1977,1977-03-25,84
"Switzerland/Sihlbrugg",47.219356,8.5767,480,1977,1977-04-25,115
"Switzerland/St. Luc",46.222336,7.594153,1650,1977,1977-05-12,132
"Switzerland/Sarnen",46.894217,8.252236,500,1977,1977-04-06,96
"Switzerland/Stampa",46.34585,9.595214,1000,1977,1977-05-01,121
"Switzerland/Trient",46.048003,6.993797,1300,1977,1977-05-19,139
"Switzerland/Thusis",46.709511,9.44165,700,1977,1977-04-10,100
"Switzerland/Vals",46.622889,9.182461,1250,1977,1977-06-01,152
"Switzerland/Versoix",46.290431,6.137128,440,1977,1977-03-30,89
"Switzerland/Villnachern",47.470556,8.154928,415,1977,1977-03-24,83
"Switzerland/Vira / Gambarogno",46.143428,8.841697,210,1977,1977-03-30,89
"Switzerland/Vallorbe",46.712292,6.379286,850,1977,1977-05-01,121
"Switzerland/Wädenswil",47.223239,8.679778,480,1977,1977-04-18,108
"Switzerland/Wald, ZH",47.277122,8.916314,620,1977,1977-04-21,111
"Switzerland/Wattwil, SG",47.289853,9.104422,625,1977,1977-04-22,112
"Switzerland/Wiliberg",47.279603,8.027331,650,1977,1977-04-26,116
"Switzerland/Wynau",47.256317,7.808556,450,1977,1977-04-08,98
"Switzerland/Zürich-Albisgütli",47.350869,8.510678,530,1977,1977-04-05,95
"Switzerland/Zürich-MeteoSchweiz",47.378142,8.565853,555,1977,1977-04-04,94
"Switzerland/Zizers",46.931325,9.566175,600,1977,1977-03-26,85
"Switzerland/Zofingen",47.291794,7.941003,440,1977,1977-04-06,96
"Switzerland/Zürich-Witikon",47.3591,8.590272,620,1977,1977-03-28,87
"Switzerland/Zweisimmen",46.555264,7.373433,965,1977,1977-05-14,134
"Switzerland/L'Abergement",46.756178,6.490211,660,1978,1978-04-30,120
"Switzerland/Adelboden",46.492022,7.561067,1350,1978,1978-05-18,138
"Switzerland/Altdorf",46.872614,8.658569,470,1978,1978-04-20,110
"Switzerland/Andeer",46.600961,9.422614,985,1978,1978-05-12,132
"Switzerland/Appenzell",47.331994,9.415403,775,1978,1978-05-08,128
"Switzerland/Aurigeno",46.236078,8.725292,350,1978,1978-04-15,105
"Switzerland/Basel-Binningen",47.548594,7.582372,315,1978,1978-04-13,103
"Switzerland/Biel",47.151194,7.254139,490,1978,1978-04-30,120
"Switzerland/Bondo GR",46.337594,9.555908,825,1978,1978-05-10,130
"Switzerland/Brusio-Piazzo",46.265447,10.115375,850,1978,1978-04-30,120
"Switzerland/Bauma",47.364822,8.881672,640,1978,1978-05-16,136
"Switzerland/Cartigny",46.177483,6.014089,400,1978,1978-04-22,112
"Switzerland/Cevio-Cavergno",46.315447,8.598925,430,1978,1978-04-18,108
"Switzerland/Cernier",47.098392,6.986644,900,1978,1978-05-17,137
"Switzerland/Changins",46.395917,6.229419,435,1978,1978-05-02,122
"Switzerland/Chur",46.868244,9.5419,640,1978,1978-04-20,110
"Switzerland/Couvet",46.9213,6.637761,750,1978,1978-05-14,134
"Switzerland/Diessenhofen",47.690281,8.744,410,1978,1978-05-02,122
"Switzerland/Domat / Ems",46.834311,9.457442,580,1978,1978-04-25,115
"Switzerland/Döttingen",47.568867,8.249947,350,1978,1978-04-23,113
"Switzerland/Disentis",46.699461,8.850803,1200,1978,1978-05-30,150
"Switzerland/Eschen-Boja",47.218989,9.520044,580,1978,1978-04-14,104
"Switzerland/Edlibach",47.179358,8.573208,750,1978,1978-05-16,136
"Switzerland/Einsiedeln",47.131972,8.748844,910,1978,1978-05-23,143
"Switzerland/Elm",46.921942,9.172731,1000,1978,1978-05-11,131
"Switzerland/Entlebuch",46.987397,8.068953,765,1978,1978-05-11,131
"Switzerland/Enges",47.056436,7.012192,820,1978,1978-05-20,140
"Switzerland/Fanas",46.983531,9.660289,910,1978,1978-05-06,126
"Switzerland/Fiesch",46.400261,8.127792,1100,1978,1978-05-13,133
"Switzerland/Flawil",47.415283,9.182167,630,1978,1978-05-04,124
"Switzerland/Gadmen",46.736853,8.351842,1205,1978,1978-06-02,153
"Switzerland/Grossdietwil",47.166089,7.887067,610,1978,1978-05-01,121
"Switzerland/Gryon",46.274817,7.065661,1100,1978,1978-05-20,140
"Switzerland/Grüsch",46.983786,9.64715,650,1978,1978-05-05,125
"Switzerland/Heiden",47.442925,9.533178,800,1978,1978-05-03,123
"Switzerland/Horgen",47.265269,8.582169,450,1978,1978-04-14,104
"Switzerland/Herzogenbuchsee",47.18465,7.702511,450,1978,1978-04-30,120
"Switzerland/Jenaz",46.928553,9.710558,800,1978,1978-05-05,125
"Switzerland/Laufenburg",47.561031,8.063136,330,1978,1978-04-27,117
"Switzerland/Locarno",46.169278,8.798214,200,1978,1978-04-10,100
"Switzerland/Leytron",46.18625,7.21845,480,1978,1978-04-10,100
"Switzerland/Leysin",46.340108,7.009622,1250,1978,1978-06-02,153
"Switzerland/Linthal",46.915883,8.993658,695,1978,1978-05-04,124
"Switzerland/Longirod",46.498772,6.26595,900,1978,1978-05-19,139
"Switzerland/Les Ponts-de-Martel",47.002858,6.728592,1120,1978,1978-05-22,142
"Switzerland/Luzern",47.062769,8.342442,580,1978,1978-04-30,120
"Switzerland/Moudon",46.646331,6.777689,600,1978,1978-04-30,120
"Switzerland/Merishausen",47.763636,8.612414,540,1978,1978-04-29,119
"Switzerland/Morgins VS",46.2415,6.850589,1380,1978,1978-06-05,156
"Switzerland/Möhlin",47.561983,7.850547,305,1978,1978-04-30,120
"Switzerland/Muri, AG",47.265317,8.332283,550,1978,1978-04-29,119
"Switzerland/Moutier",47.279386,7.385775,530,1978,1978-05-04,124
"Switzerland/Martina",46.884997,10.464608,1050,1978,1978-05-21,141
"Switzerland/Murg",47.108222,9.217372,500,1978,1978-04-25,115
"Switzerland/Näfels",47.092389,9.071936,440,1978,1978-04-26,116
"Switzerland/Neuhausen",47.681939,8.615533,435,1978,1978-04-24,114
"Switzerland/Orbe / Bochuz",46.722633,6.536061,485,1978,1978-04-24,114
"Switzerland/Oeschberg",47.126578,7.613264,485,1978,1978-05-10,130
"Switzerland/Oberehrendingen",47.481914,8.332208,490,1978,1978-04-25,115
"Switzerland/Oberlangenegg",46.808222,7.716267,910,1978,1978-05-28,148
"Switzerland/Orvin",47.157753,7.214464,700,1978,1978-04-23,113
"Switzerland/Osterfingen",47.656878,8.490242,410,1978,1978-04-28,118
"Switzerland/Olivone",46.527333,8.932936,894,1978,1978-05-09,129
"Switzerland/Les Plans-sur-Bex",46.256639,7.092033,1100,1978,1978-05-22,142
"Switzerland/Posieux",46.761672,7.098294,680,1978,1978-05-10,130
"Switzerland/Prato-Sornico",46.394025,8.655608,750,1978,1978-05-10,130
"Switzerland/Rafz",47.620414,8.542733,515,1978,1978-04-29,119
"Switzerland/Les Rangiers",47.381992,7.215775,865,1978,1978-06-10,161
"Switzerland/Romanshorn",47.563608,9.376172,405,1978,1978-04-25,115
"Switzerland/Rorschach",47.472492,9.494931,450,1978,1978-04-28,118
"Switzerland/Schiers",46.965036,9.685814,800,1978,1978-05-01,121
"Switzerland/Sent",46.815436,10.335078,1440,1978,1978-05-29,149
"Switzerland/Seon",47.338319,8.153353,550,1978,1978-04-30,120
"Switzerland/Seewis Dorf",46.965358,9.632064,960,1978,1978-05-23,143
"Switzerland/Sargans II",47.050589,9.439256,480,1978,1978-04-25,115
"Switzerland/Simplon-Dorf",46.195022,8.056794,1475,1978,1978-06-10,161
"Switzerland/Sihlbrugg",47.219356,8.5767,480,1978,1978-05-05,125
"Switzerland/St. Luc",46.222336,7.594153,1650,1978,1978-05-25,145
"Switzerland/Sarnen",46.894217,8.252236,500,1978,1978-04-24,114
"Switzerland/Stampa",46.34585,9.595214,1000,1978,1978-05-10,130
"Switzerland/Trient",46.048003,6.993797,1300,1978,1978-05-31,151
"Switzerland/Thusis",46.709511,9.44165,700,1978,1978-04-15,105
"Switzerland/Vals",46.622889,9.182461,1250,1978,1978-06-03,154
"Switzerland/Versoix",46.290431,6.137128,440,1978,1978-04-12,102
"Switzerland/Villnachern",47.470556,8.154928,415,1978,1978-04-20,110
"Switzerland/Vira / Gambarogno",46.143428,8.841697,210,1978,1978-04-16,106
"Switzerland/Vallorbe",46.712292,6.379286,850,1978,1978-04-16,106
"Switzerland/Wädenswil",47.223239,8.679778,480,1978,1978-04-25,115
"Switzerland/Wald, ZH",47.277122,8.916314,620,1978,1978-05-01,121
"Switzerland/Wattwil, SG",47.289853,9.104422,625,1978,1978-05-04,124
"Switzerland/Wiliberg",47.279603,8.027331,650,1978,1978-05-04,124
"Switzerland/Wynau",47.256317,7.808556,450,1978,1978-04-30,120
"Switzerland/Zürich-Albisgütli",47.350869,8.510678,530,1978,1978-04-28,118
"Switzerland/Zürich-MeteoSchweiz",47.378142,8.565853,555,1978,1978-04-26,116
"Switzerland/Zizers",46.931325,9.566175,600,1978,1978-04-24,114
"Switzerland/Zofingen",47.291794,7.941003,440,1978,1978-05-03,123
"Switzerland/Zürich-Witikon",47.3591,8.590272,620,1978,1978-04-27,117
"Switzerland/Zweisimmen",46.555264,7.373433,965,1978,1978-05-18,138
"Switzerland/L'Abergement",46.756178,6.490211,660,1979,1979-05-08,128
"Switzerland/Adelboden",46.492022,7.561067,1350,1979,1979-05-16,136
"Switzerland/Altdorf",46.872614,8.658569,470,1979,1979-04-20,110
"Switzerland/Andeer",46.600961,9.422614,985,1979,1979-05-19,139
"Switzerland/Appenzell",47.331994,9.415403,775,1979,1979-05-16,136
"Switzerland/Aurigeno",46.236078,8.725292,350,1979,1979-04-15,105
"Switzerland/Basel-Binningen",47.548594,7.582372,315,1979,1979-04-15,105
"Switzerland/Biel",47.151194,7.254139,490,1979,1979-05-06,126
"Switzerland/Bondo GR",46.337594,9.555908,825,1979,1979-05-13,133
"Switzerland/Brusio-Piazzo",46.265447,10.115375,850,1979,1979-05-10,130
"Switzerland/Bauma",47.364822,8.881672,640,1979,1979-05-19,139
"Switzerland/Cartigny",46.177483,6.014089,400,1979,1979-04-14,104
"Switzerland/Cevio-Cavergno",46.315447,8.598925,430,1979,1979-04-16,106
"Switzerland/Cernier",47.098392,6.986644,900,1979,1979-05-14,134
"Switzerland/Changins",46.395917,6.229419,435,1979,1979-04-23,113
"Switzerland/Chur",46.868244,9.5419,640,1979,1979-04-15,105
"Switzerland/Couvet",46.9213,6.637761,750,1979,1979-05-16,136
"Switzerland/Diessenhofen",47.690281,8.744,410,1979,1979-05-02,122
"Switzerland/Domat / Ems",46.834311,9.457442,580,1979,1979-04-20,110
"Switzerland/Döttingen",47.568867,8.249947,350,1979,1979-04-22,112
"Switzerland/Disentis",46.699461,8.850803,1200,1979,1979-05-14,134
"Switzerland/Eschen-Boja",47.218989,9.520044,580,1979,1979-04-18,108
"Switzerland/Edlibach",47.179358,8.573208,750,1979,1979-05-18,138
"Switzerland/Escholzmatt",46.898653,7.932344,910,1979,1979-05-20,140
"Switzerland/Einsiedeln",47.131972,8.748844,910,1979,1979-05-21,141
"Switzerland/Elm",46.921942,9.172731,1000,1979,1979-05-27,147
"Switzerland/Entlebuch",46.987397,8.068953,765,1979,1979-05-17,137
"Switzerland/Enges",47.056436,7.012192,820,1979,1979-05-25,145
"Switzerland/Fanas",46.983531,9.660289,910,1979,1979-05-16,136
"Switzerland/Fiesch",46.400261,8.127792,1100,1979,1979-05-18,138
"Switzerland/Flawil",47.415283,9.182167,630,1979,1979-05-15,135
"Switzerland/Grossdietwil",47.166089,7.887067,610,1979,1979-05-12,132
"Switzerland/Gryon",46.274817,7.065661,1100,1979,1979-05-20,140
"Switzerland/Grüsch",46.983786,9.64715,650,1979,1979-05-11,131
"Switzerland/Heiden",47.442925,9.533178,800,1979,1979-05-13,133
"Switzerland/Hallau",47.698183,8.457489,430,1979,1979-05-06,126
"Switzerland/Horgen",47.265269,8.582169,450,1979,1979-04-20,110
"Switzerland/Jenaz",46.928553,9.710558,800,1979,1979-05-13,133
"Switzerland/Laufenburg",47.561031,8.063136,330,1979,1979-04-23,113
"Switzerland/Locarno",46.169278,8.798214,200,1979,1979-04-10,100
"Switzerland/Leytron",46.18625,7.21845,480,1979,1979-03-26,85
"Switzerland/Leysin",46.340108,7.009622,1250,1979,1979-06-04,155
"Switzerland/Linthal",46.915883,8.993658,695,1979,1979-05-13,133
"Switzerland/Les Ponts-de-Martel",47.002858,6.728592,1120,1979,1979-05-29,149
"Switzerland/Luzern",47.062769,8.342442,580,1979,1979-04-30,120
"Switzerland/Moudon",46.646331,6.777689,600,1979,1979-04-29,119
"Switzerland/Merishausen",47.763636,8.612414,540,1979,1979-05-08,128
"Switzerland/Morgins VS",46.2415,6.850589,1380,1979,1979-05-27,147
"Switzerland/Möhlin",47.561983,7.850547,305,1979,1979-04-27,117
"Switzerland/Muri, AG",47.265317,8.332283,550,1979,1979-04-30,120
"Switzerland/Moutier",47.279386,7.385775,530,1979,1979-05-12,132
"Switzerland/Martina",46.884997,10.464608,1050,1979,1979-05-19,139
"Switzerland/Murg",47.108222,9.217372,500,1979,1979-04-16,106
"Switzerland/Näfels",47.092389,9.071936,440,1979,1979-05-02,122
"Switzerland/Neuhausen",47.681939,8.615533,435,1979,1979-04-24,114
"Switzerland/Orbe / Bochuz",46.722633,6.536061,485,1979,1979-04-15,105
"Switzerland/Oeschberg",47.126578,7.613264,485,1979,1979-05-08,128
"Switzerland/Oberehrendingen",47.481914,8.332208,490,1979,1979-04-28,118
"Switzerland/Oberlangenegg",46.808222,7.716267,910,1979,1979-05-18,138
"Switzerland/Orvin",47.157753,7.214464,700,1979,1979-05-15,135
"Switzerland/Osterfingen",47.656878,8.490242,410,1979,1979-05-08,128
"Switzerland/Olivone",46.527333,8.932936,894,1979,1979-05-13,133
"Switzerland/Les Plans-sur-Bex",46.256639,7.092033,1100,1979,1979-05-24,144
"Switzerland/Posieux",46.761672,7.098294,680,1979,1979-05-20,140
"Switzerland/Prato-Sornico",46.394025,8.655608,750,1979,1979-05-02,122
"Switzerland/Stein, AR II",47.381969,9.348772,825,1979,1979-05-15,135
"Switzerland/Rafz",47.620414,8.542733,515,1979,1979-04-26,116
"Switzerland/Les Rangiers",47.381992,7.215775,865,1979,1979-06-12,163
"Switzerland/Romanshorn",47.563608,9.376172,405,1979,1979-04-23,113
"Switzerland/Rorschach",47.472492,9.494931,450,1979,1979-04-18,108
"Switzerland/Schiers",46.965036,9.685814,800,1979,1979-05-12,132
"Switzerland/Schönenwerd",47.365283,7.999019,450,1979,1979-04-24,114
"Switzerland/Sent",46.815436,10.335078,1440,1979,1979-05-28,148
"Switzerland/Seon",47.338319,8.153353,550,1979,1979-05-02,122
"Switzerland/Seewis Dorf",46.965358,9.632064,960,1979,1979-05-23,143
"Switzerland/Sargans II",47.050589,9.439256,480,1979,1979-04-20,110
"Switzerland/Simplon-Dorf",46.195022,8.056794,1475,1979,1979-06-05,156
"Switzerland/Sihlbrugg",47.219356,8.5767,480,1979,1979-05-07,127
"Switzerland/St. Luc",46.222336,7.594153,1650,1979,1979-05-10,130
"Switzerland/Sarnen",46.894217,8.252236,500,1979,1979-04-20,110
"Switzerland/Stampa",46.34585,9.595214,1000,1979,1979-05-20,140
"Switzerland/Trient",46.048003,6.993797,1300,1979,1979-05-29,149
"Switzerland/Thusis",46.709511,9.44165,700,1979,1979-05-08,128
"Switzerland/Vals",46.622889,9.182461,1250,1979,1979-06-07,158
"Switzerland/Versoix",46.290431,6.137128,440,1979,1979-04-14,104
"Switzerland/Villnachern",47.470556,8.154928,415,1979,1979-04-17,107
"Switzerland/Vira / Gambarogno",46.143428,8.841697,210,1979,1979-04-15,105
"Switzerland/Vallorbe",46.712292,6.379286,850,1979,1979-05-05,125
"Switzerland/Wädenswil",47.223239,8.679778,480,1979,1979-05-04,124
"Switzerland/Wald, ZH",47.277122,8.916314,620,1979,1979-05-10,130
"Switzerland/Wattwil, SG",47.289853,9.104422,625,1979,1979-05-13,133
"Switzerland/Wiliberg",47.279603,8.027331,650,1979,1979-05-16,136
"Switzerland/Wynau",47.256317,7.808556,450,1979,1979-04-29,119
"Switzerland/Zürich-Albisgütli",47.350869,8.510678,530,1979,1979-05-07,127
"Switzerland/Zürich-MeteoSchweiz",47.378142,8.565853,555,1979,1979-04-29,119
"Switzerland/Zizers",46.931325,9.566175,600,1979,1979-04-16,106
"Switzerland/Zofingen",47.291794,7.941003,440,1979,1979-05-01,121
"Switzerland/Zürich-Witikon",47.3591,8.590272,620,1979,1979-04-30,120
"Switzerland/Zweisimmen",46.555264,7.373433,965,1979,1979-05-28,148
"Switzerland/L'Abergement",46.756178,6.490211,660,1980,1980-04-30,121
"Switzerland/Adelboden",46.492022,7.561067,1350,1980,1980-05-13,134
"Switzerland/Altdorf",46.872614,8.658569,470,1980,1980-05-10,131
"Switzerland/Andeer",46.600961,9.422614,985,1980,1980-05-13,134
"Switzerland/Appenzell",47.331994,9.415403,775,1980,1980-05-15,136
"Switzerland/Aurigeno",46.236078,8.725292,350,1980,1980-04-19,110
"Switzerland/Azmoos",47.076869,9.479753,480,1980,1980-05-03,124
"Switzerland/Basel-Binningen",47.548594,7.582372,315,1980,1980-04-18,109
"Switzerland/Biel",47.151194,7.254139,490,1980,1980-04-29,120
"Switzerland/Bondo GR",46.337594,9.555908,825,1980,1980-05-05,126
"Switzerland/Brusio-Piazzo",46.265447,10.115375,850,1980,1980-05-15,136
"Switzerland/Bauma",47.364822,8.881672,640,1980,1980-05-15,136
"Switzerland/Cartigny",46.177483,6.014089,400,1980,1980-04-13,104
"Switzerland/Cevio-Cavergno",46.315447,8.598925,430,1980,1980-04-04,95
"Switzerland/Cernier",47.098392,6.986644,900,1980,1980-05-15,136
"Switzerland/Changins",46.395917,6.229419,435,1980,1980-04-23,114
"Switzerland/Chur",46.868244,9.5419,640,1980,1980-04-13,104
"Switzerland/Couvet",46.9213,6.637761,750,1980,1980-05-12,133
"Switzerland/Diessenhofen",47.690281,8.744,410,1980,1980-04-29,120
"Switzerland/Domat / Ems",46.834311,9.457442,580,1980,1980-04-20,111
"Switzerland/Döttingen",47.568867,8.249947,350,1980,1980-04-18,109
"Switzerland/Disentis",46.699461,8.850803,1200,1980,1980-05-22,143
"Switzerland/Eschen-Boja",47.218989,9.520044,580,1980,1980-04-27,118
"Switzerland/Edlibach",47.179358,8.573208,750,1980,1980-05-20,141
"Switzerland/Escholzmatt",46.898653,7.932344,910,1980,1980-05-23,144
"Switzerland/Einsiedeln",47.131972,8.748844,910,1980,1980-05-25,146
"Switzerland/Elm",46.921942,9.172731,1000,1980,1980-05-20,141
"Switzerland/Entlebuch",46.987397,8.068953,765,1980,1980-05-13,134
"Switzerland/Enges",47.056436,7.012192,820,1980,1980-05-15,136
"Switzerland/Fanas",46.983531,9.660289,910,1980,1980-05-13,134
"Switzerland/Fiesch",46.400261,8.127792,1100,1980,1980-05-18,139
"Switzerland/Gadmen",46.736853,8.351842,1205,1980,1980-06-15,167
"Switzerland/Grossdietwil",47.166089,7.887067,610,1980,1980-05-08,129
"Switzerland/Gryon",46.274817,7.065661,1100,1980,1980-05-30,151
"Switzerland/Grüsch",46.983786,9.64715,650,1980,1980-05-10,131
"Switzerland/Heiden",47.442925,9.533178,800,1980,1980-05-15,136
"Switzerland/Hallau",47.698183,8.457489,430,1980,1980-05-02,123
"Switzerland/Horgen",47.265269,8.582169,450,1980,1980-04-16,107
"Switzerland/Jenaz",46.928553,9.710558,800,1980,1980-05-12,133
"Switzerland/Laufenburg",47.561031,8.063136,330,1980,1980-04-27,118
"Switzerland/Locarno",46.169278,8.798214,200,1980,1980-04-04,95
"Switzerland/Leytron",46.18625,7.21845,480,1980,1980-04-15,106
"Switzerland/Leysin",46.340108,7.009622,1250,1980,1980-06-10,162
"Switzerland/Linthal",46.915883,8.993658,695,1980,1980-05-10,131
"Switzerland/Longirod",46.498772,6.26595,900,1980,1980-05-11,132
"Switzerland/Les Ponts-de-Martel",47.002858,6.728592,1120,1980,1980-06-01,153
"Switzerland/Luzern",47.062769,8.342442,580,1980,1980-05-15,136
"Switzerland/Moudon",46.646331,6.777689,600,1980,1980-05-01,122
"Switzerland/Merishausen",47.763636,8.612414,540,1980,1980-05-02,123
"Switzerland/Morgins VS",46.2415,6.850589,1380,1980,1980-06-05,157
"Switzerland/Möhlin",47.561983,7.850547,305,1980,1980-05-01,122
"Switzerland/Muri, AG",47.265317,8.332283,550,1980,1980-05-05,126
"Switzerland/Moutier",47.279386,7.385775,530,1980,1980-05-10,131
"Switzerland/Martina",46.884997,10.464608,1050,1980,1980-05-18,139
"Switzerland/Murg",47.108222,9.217372,500,1980,1980-04-20,111
"Switzerland/Neuhausen",47.681939,8.615533,435,1980,1980-04-22,113
"Switzerland/Orbe / Bochuz",46.722633,6.536061,485,1980,1980-04-25,116
"Switzerland/Oeschberg",47.126578,7.613264,485,1980,1980-05-11,132
"Switzerland/Oberehrendingen",47.481914,8.332208,490,1980,1980-04-21,112
"Switzerland/Oberlangenegg",46.808222,7.716267,910,1980,1980-05-22,143
"Switzerland/Orvin",47.157753,7.214464,700,1980,1980-05-09,130
"Switzerland/Osterfingen",47.656878,8.490242,410,1980,1980-05-02,123
"Switzerland/Olivone",46.527333,8.932936,894,1980,1980-05-03,124
"Switzerland/Les Plans-sur-Bex",46.256639,7.092033,1100,1980,1980-06-01,153
"Switzerland/Posieux",46.761672,7.098294,680,1980,1980-05-08,129
"Switzerland/Prato-Sornico",46.394025,8.655608,750,1980,1980-04-25,116
"Switzerland/Stein, AR II",47.381969,9.348772,825,1980,1980-05-15,136
"Switzerland/Rafz",47.620414,8.542733,515,1980,1980-04-23,114
"Switzerland/Romanshorn",47.563608,9.376172,405,1980,1980-04-28,119
"Switzerland/Rorschach",47.472492,9.494931,450,1980,1980-04-20,111
"Switzerland/Schiers",46.965036,9.685814,800,1980,1980-05-05,126
"Switzerland/Schönenwerd",47.365283,7.999019,450,1980,1980-05-02,123
"Switzerland/Sent",46.815436,10.335078,1440,1980,1980-05-29,150
"Switzerland/Seon",47.338319,8.153353,550,1980,1980-04-28,119
"Switzerland/Seewis Dorf",46.965358,9.632064,960,1980,1980-05-11,132
"Switzerland/Sargans II",47.050589,9.439256,480,1980,1980-05-01,122
"Switzerland/Sihlbrugg",47.219356,8.5767,480,1980,1980-05-10,131
